               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.058947,            0.023736,            0.033483,             0.36913,             0.72352,             0.45339,             0.23016,            0.026921,           0.0088028,            0.017246,            0.070214,           0.0033095,           0.0033095
                   1,            0.038384,            0.013228,            0.024328,             0.63499,             0.79994,             0.74776,             0.40978,            0.023658,           0.0072117,            0.011923,             0.04017,            0.006599,            0.006599
                   2,            0.033058,            0.010948,            0.017775,              0.8387,             0.88586,              0.9146,             0.46381,            0.024509,           0.0072328,           0.0075609,            0.010083,           0.0098445,           0.0098445
                   3,            0.028786,            0.010382,            0.016273,             0.84916,             0.86354,             0.89408,             0.54366,             0.01751,           0.0075193,           0.0096189,            0.009802,            0.009802,            0.009802
                   4,            0.027961,            0.010181,            0.014936,             0.83569,             0.81214,             0.88288,             0.54636,             0.01955,           0.0076728,            0.013433,            0.009802,            0.009802,            0.009802
                   5,            0.025181,           0.0098368,            0.015312,             0.93784,             0.92371,             0.96707,             0.60144,            0.017913,           0.0071198,           0.0053951,            0.009736,            0.009736,            0.009736
                   6,            0.023892,           0.0093747,            0.013654,             0.88742,             0.92379,              0.9672,             0.74847,            0.012539,           0.0057394,           0.0068815,             0.00967,             0.00967,             0.00967
                   7,            0.023867,           0.0093234,            0.013096,             0.91377,             0.92974,             0.96082,             0.77405,            0.010816,           0.0055645,           0.0057359,            0.009604,            0.009604,            0.009604
                   8,            0.023357,           0.0092502,            0.012797,             0.91404,              0.9337,             0.96827,              0.7644,            0.011636,            0.005538,           0.0052795,            0.009538,            0.009538,            0.009538
                   9,            0.022396,           0.0091602,            0.012296,             0.91115,              0.9212,             0.96569,              0.7448,            0.012067,           0.0058203,           0.0052017,            0.009472,            0.009472,            0.009472
                  10,            0.022311,            0.009074,            0.010998,             0.89519,             0.91536,              0.9602,             0.77354,            0.010623,           0.0054168,           0.0070561,            0.009406,            0.009406,            0.009406
                  11,            0.021125,           0.0088565,            0.011933,             0.84199,             0.91685,             0.93386,             0.68852,             0.01308,           0.0058456,           0.0079064,             0.00934,             0.00934,             0.00934
                  12,            0.020323,            0.008524,            0.012299,             0.85742,             0.87013,             0.90624,             0.73106,           0.0096876,           0.0051397,            0.010793,            0.009274,            0.009274,            0.009274
                  13,            0.020121,            0.008399,            0.010276,             0.91124,             0.95476,             0.97569,             0.80765,           0.0095966,           0.0050352,           0.0048149,            0.009208,            0.009208,            0.009208
                  14,            0.020865,           0.0086523,            0.011725,             0.94636,             0.94583,             0.97876,             0.80366,           0.0099141,           0.0050261,            0.003997,            0.009142,            0.009142,            0.009142
                  15,            0.020312,           0.0085878,            0.010835,             0.94032,             0.91545,              0.9749,             0.81627,           0.0090654,           0.0049548,            0.005692,            0.009076,            0.009076,            0.009076
                  16,            0.020226,           0.0085114,            0.010734,             0.93515,             0.94009,              0.9782,             0.81328,           0.0095717,           0.0050411,           0.0041704,             0.00901,             0.00901,             0.00901
                  17,            0.020029,           0.0084957,            0.010447,             0.91566,             0.93359,             0.97192,             0.78804,            0.010253,           0.0051486,           0.0049949,            0.008944,            0.008944,            0.008944
                  18,            0.019856,            0.008449,            0.011021,             0.92182,              0.9363,             0.97121,             0.79622,           0.0096396,           0.0049773,           0.0045968,            0.008878,            0.008878,            0.008878
                  19,            0.019784,           0.0084206,           0.0096976,             0.92623,             0.94416,              0.9733,             0.79696,           0.0097956,           0.0049633,           0.0047607,            0.008812,            0.008812,            0.008812
                  20,            0.019606,           0.0082592,            0.010868,             0.91164,             0.95563,              0.9767,             0.80786,           0.0090847,           0.0049669,           0.0046073,            0.008746,            0.008746,            0.008746
                  21,            0.019373,           0.0083016,            0.010548,             0.93538,             0.92686,             0.97458,             0.81449,           0.0088008,           0.0049316,           0.0045874,             0.00868,             0.00868,             0.00868
                  22,            0.018533,           0.0082134,            0.010169,             0.92427,             0.93546,             0.97359,             0.81112,            0.009307,           0.0050509,           0.0048363,            0.008614,            0.008614,            0.008614
                  23,            0.018479,            0.008105,             0.01021,             0.94914,             0.94405,             0.98194,              0.8111,           0.0092011,           0.0048879,           0.0037688,            0.008548,            0.008548,            0.008548
                  24,            0.018862,           0.0081468,             0.01016,             0.93196,              0.9388,             0.97466,             0.82797,           0.0084547,           0.0047171,           0.0046747,            0.008482,            0.008482,            0.008482
                  25,            0.018702,            0.008127,            0.010347,             0.92021,              0.9371,             0.97164,             0.81812,           0.0087337,           0.0048195,           0.0045243,            0.008416,            0.008416,            0.008416
                  26,            0.018806,           0.0080686,           0.0099867,             0.93058,              0.9499,             0.98278,             0.83534,           0.0084208,           0.0046219,           0.0038478,             0.00835,             0.00835,             0.00835
                  27,            0.019149,           0.0081222,            0.009807,             0.90926,             0.93992,              0.9759,             0.83132,           0.0084016,           0.0046835,           0.0048902,            0.008284,            0.008284,            0.008284
                  28,            0.018204,           0.0080304,            0.010121,             0.91682,             0.92823,             0.97806,             0.82859,           0.0084124,           0.0047005,           0.0057949,            0.008218,            0.008218,            0.008218
                  29,             0.01786,           0.0080028,           0.0095834,             0.95026,              0.9337,             0.97975,             0.83346,           0.0084801,           0.0047075,           0.0041025,            0.008152,            0.008152,            0.008152
                  30,            0.018065,           0.0080371,           0.0095816,              0.9191,             0.95254,             0.97873,             0.83489,           0.0082862,           0.0046575,           0.0041499,            0.008086,            0.008086,            0.008086
                  31,            0.018381,           0.0079737,           0.0090004,             0.95549,             0.92589,             0.98093,             0.84061,           0.0082581,             0.00472,           0.0040864,             0.00802,             0.00802,             0.00802
                  32,            0.018225,           0.0078089,           0.0086272,             0.93613,             0.94083,             0.97834,             0.84198,           0.0080282,           0.0045931,           0.0042292,            0.007954,            0.007954,            0.007954
                  33,            0.017995,           0.0079746,           0.0090828,             0.94176,             0.94636,             0.97633,             0.83373,            0.008363,           0.0047374,           0.0040929,            0.007888,            0.007888,            0.007888
                  34,            0.017691,           0.0079909,           0.0096198,             0.95587,             0.93925,             0.97845,             0.84125,           0.0081077,           0.0046324,           0.0039739,            0.007822,            0.007822,            0.007822
                  35,            0.017635,           0.0077771,           0.0093966,             0.93632,             0.95694,             0.98118,             0.83742,           0.0081714,           0.0045307,           0.0036888,            0.007756,            0.007756,            0.007756
                  36,            0.017583,           0.0078095,           0.0095152,             0.93781,             0.94711,             0.97969,              0.8415,           0.0081723,           0.0046405,           0.0039127,             0.00769,             0.00769,             0.00769
                  37,            0.017587,           0.0077869,           0.0092466,              0.9322,             0.94763,             0.97685,             0.83656,           0.0080804,           0.0044777,           0.0038463,            0.007624,            0.007624,            0.007624
                  38,            0.017465,           0.0078082,           0.0085941,             0.94305,             0.94617,             0.98283,             0.84732,           0.0080574,           0.0044764,           0.0037059,            0.007558,            0.007558,            0.007558
                  39,            0.017396,           0.0077145,           0.0086159,              0.9297,             0.90388,             0.97533,             0.83752,           0.0080498,           0.0045699,           0.0053042,            0.007492,            0.007492,            0.007492
                  40,             0.01742,           0.0076576,           0.0089533,             0.94885,             0.94745,             0.98035,             0.84489,           0.0079252,           0.0045127,           0.0037421,            0.007426,            0.007426,            0.007426
                  41,            0.017231,           0.0077143,           0.0087681,             0.94897,             0.95701,             0.97994,             0.84959,           0.0077568,           0.0045358,           0.0038572,             0.00736,             0.00736,             0.00736
                  42,             0.01774,           0.0077699,           0.0082871,             0.93658,             0.95611,              0.9804,             0.84613,            0.007948,           0.0044383,           0.0037006,            0.007294,            0.007294,            0.007294
                  43,             0.01742,           0.0076736,           0.0089541,              0.9243,             0.95681,             0.97935,             0.84318,            0.008016,           0.0044808,           0.0037975,            0.007228,            0.007228,            0.007228
                  44,            0.017073,            0.007703,           0.0092593,             0.93575,             0.95645,             0.97796,             0.83953,           0.0080226,           0.0045122,            0.003792,            0.007162,            0.007162,            0.007162
                  45,             0.01706,           0.0076856,           0.0088862,              0.9346,             0.93657,             0.97643,              0.8417,           0.0078265,           0.0044362,           0.0045182,            0.007096,            0.007096,            0.007096
                  46,            0.016876,           0.0076567,           0.0084586,             0.91749,             0.93806,             0.97432,             0.84332,           0.0078458,           0.0044539,            0.004494,             0.00703,             0.00703,             0.00703
                  47,            0.016968,           0.0077013,           0.0082371,             0.93801,             0.95827,             0.98127,             0.84675,           0.0078813,             0.00446,           0.0036991,            0.006964,            0.006964,            0.006964
                  48,            0.016969,           0.0076307,           0.0091555,             0.94092,              0.9362,             0.97989,             0.84926,           0.0078008,           0.0044255,           0.0040589,            0.006898,            0.006898,            0.006898
                  49,            0.017015,           0.0076458,           0.0083921,             0.94466,             0.94823,             0.97902,             0.84985,           0.0076695,           0.0043523,            0.003879,            0.006832,            0.006832,            0.006832
                  50,             0.01706,            0.007601,           0.0086129,             0.94795,             0.94996,             0.98203,             0.84945,            0.007726,           0.0043699,            0.003773,            0.006766,            0.006766,            0.006766
                  51,            0.016793,           0.0075799,           0.0090649,             0.95481,             0.96024,             0.98171,             0.85253,           0.0077231,             0.00442,           0.0032474,              0.0067,              0.0067,              0.0067
                  52,            0.016536,           0.0074516,           0.0087438,              0.9465,             0.95478,             0.97965,             0.85334,           0.0076734,           0.0043507,           0.0035151,            0.006634,            0.006634,            0.006634
                  53,            0.016709,           0.0074776,           0.0085152,             0.93757,             0.95172,             0.98115,             0.85221,           0.0077198,           0.0043353,           0.0037593,            0.006568,            0.006568,            0.006568
                  54,            0.016796,           0.0076449,           0.0083175,             0.93373,              0.9456,             0.97873,              0.8527,           0.0077683,           0.0044002,           0.0040291,            0.006502,            0.006502,            0.006502
                  55,            0.016636,           0.0074878,           0.0083538,             0.92009,             0.96115,             0.97966,             0.85446,           0.0076184,             0.00431,           0.0037863,            0.006436,            0.006436,            0.006436
                  56,            0.016913,           0.0076011,           0.0080622,             0.94898,             0.94329,              0.9823,              0.8574,           0.0075931,           0.0043079,           0.0035681,             0.00637,             0.00637,             0.00637
                  57,            0.016693,           0.0074129,             0.00824,               0.954,             0.94518,             0.98102,             0.85227,           0.0075939,           0.0043052,           0.0036832,            0.006304,            0.006304,            0.006304
                  58,             0.01644,           0.0073537,           0.0081371,             0.93784,             0.95181,             0.98055,             0.85132,           0.0076276,           0.0044148,           0.0038885,            0.006238,            0.006238,            0.006238
                  59,            0.016089,           0.0073289,           0.0077887,             0.94085,             0.95403,             0.98048,             0.85255,           0.0075822,           0.0043302,           0.0038289,            0.006172,            0.006172,            0.006172
                  60,            0.016319,           0.0074071,           0.0081222,             0.92236,             0.95452,             0.97869,             0.85401,            0.007518,           0.0042959,           0.0040086,            0.006106,            0.006106,            0.006106
                  61,            0.016444,           0.0073722,           0.0079349,             0.94077,             0.95072,             0.98049,             0.85701,           0.0074761,           0.0042987,           0.0039928,             0.00604,             0.00604,             0.00604
                  62,            0.016307,           0.0074001,           0.0080855,             0.94739,             0.93582,             0.98022,             0.85474,           0.0075341,           0.0043287,           0.0038885,            0.005974,            0.005974,            0.005974
                  63,            0.016126,           0.0074482,           0.0078824,             0.95121,             0.93933,             0.97982,             0.85833,           0.0075043,           0.0042713,           0.0039002,            0.005908,            0.005908,            0.005908
                  64,            0.016116,           0.0073513,            0.007819,             0.94725,             0.94738,             0.98041,              0.8557,            0.007478,           0.0042457,           0.0039082,            0.005842,            0.005842,            0.005842
                  65,            0.016296,           0.0073412,           0.0079058,             0.94376,             0.95397,             0.98151,             0.85985,           0.0074046,           0.0042101,           0.0037089,            0.005776,            0.005776,            0.005776
                  66,             0.01633,           0.0073865,            0.007349,             0.95454,             0.92962,             0.98073,             0.85898,           0.0074536,           0.0042139,           0.0038484,             0.00571,             0.00571,             0.00571
                  67,            0.015961,           0.0072768,           0.0076163,             0.95112,              0.9552,             0.98212,             0.86176,           0.0073742,           0.0042403,            0.003554,            0.005644,            0.005644,            0.005644
                  68,            0.015816,           0.0073086,           0.0082568,             0.94583,             0.95407,             0.98187,             0.86077,           0.0074665,           0.0042533,           0.0035787,            0.005578,            0.005578,            0.005578
                  69,            0.015834,           0.0072884,           0.0083132,             0.94056,             0.94925,             0.98059,             0.85968,           0.0073811,           0.0042215,           0.0037657,            0.005512,            0.005512,            0.005512
                  70,            0.016078,           0.0072975,           0.0077845,             0.94766,             0.94607,             0.98123,             0.85942,           0.0073661,           0.0042142,           0.0037423,            0.005446,            0.005446,            0.005446
                  71,            0.015846,           0.0072972,           0.0077547,              0.9583,             0.93553,             0.98189,             0.85783,           0.0073775,           0.0042401,           0.0037401,             0.00538,             0.00538,             0.00538
                  72,            0.015948,           0.0073627,           0.0074801,             0.95196,             0.94401,             0.98108,             0.85851,           0.0073872,           0.0042525,           0.0036096,            0.005314,            0.005314,            0.005314
                  73,            0.016037,           0.0071868,             0.00769,             0.94899,             0.95278,             0.98169,             0.85991,           0.0073591,           0.0042229,           0.0035323,            0.005248,            0.005248,            0.005248
                  74,            0.015551,           0.0072577,           0.0080051,             0.94706,             0.95931,             0.98225,             0.86354,            0.007274,           0.0042026,           0.0035979,            0.005182,            0.005182,            0.005182
                  75,            0.015886,           0.0072908,           0.0076499,             0.94517,             0.95754,             0.98239,              0.8627,           0.0073062,           0.0042427,           0.0035734,            0.005116,            0.005116,            0.005116
                  76,            0.015568,           0.0071829,             0.00729,             0.94582,             0.96228,             0.98225,             0.86265,           0.0072849,           0.0042094,           0.0035352,             0.00505,             0.00505,             0.00505
                  77,            0.015958,           0.0072087,           0.0071176,             0.94457,             0.95913,             0.98245,              0.8636,           0.0072608,           0.0041792,           0.0035691,            0.004984,            0.004984,            0.004984
                  78,            0.015858,           0.0071473,           0.0079569,             0.94881,             0.95675,              0.9825,             0.86306,            0.007303,           0.0041858,           0.0035025,            0.004918,            0.004918,            0.004918
                  79,            0.015534,           0.0072378,           0.0068563,              0.9534,             0.95519,             0.98176,             0.86139,            0.007302,           0.0041909,           0.0035416,            0.004852,            0.004852,            0.004852
                  80,            0.015518,           0.0072126,           0.0074674,             0.95029,             0.95349,             0.98165,             0.86097,           0.0072766,           0.0041927,           0.0036151,            0.004786,            0.004786,            0.004786
                  81,            0.015817,           0.0071853,           0.0068689,             0.95538,             0.94639,              0.9816,             0.86062,           0.0073214,           0.0042016,           0.0036997,             0.00472,             0.00472,             0.00472
                  82,            0.015521,           0.0072765,           0.0072937,             0.95591,             0.94173,             0.98023,             0.85902,           0.0073217,           0.0042032,           0.0038194,            0.004654,            0.004654,            0.004654
                  83,            0.015693,           0.0071476,           0.0071939,             0.95471,             0.93866,             0.97915,             0.85952,           0.0072809,           0.0041998,           0.0039212,            0.004588,            0.004588,            0.004588
                  84,            0.015175,           0.0071036,           0.0069916,             0.94917,             0.94009,             0.97929,             0.86087,            0.007248,           0.0041876,           0.0039044,            0.004522,            0.004522,            0.004522
                  85,            0.015379,           0.0071138,            0.006861,             0.94823,             0.94456,             0.97997,             0.85956,           0.0072519,           0.0041904,           0.0038151,            0.004456,            0.004456,            0.004456
                  86,            0.015462,           0.0071207,           0.0075744,             0.94485,             0.94853,             0.97919,              0.8588,           0.0072499,           0.0041788,           0.0038004,             0.00439,             0.00439,             0.00439
                  87,            0.015173,           0.0071591,           0.0070058,             0.94409,             0.94949,             0.98007,             0.86163,           0.0072301,           0.0041815,           0.0038036,            0.004324,            0.004324,            0.004324
                  88,            0.015181,           0.0070428,           0.0073253,             0.94738,             0.94832,             0.97967,             0.86172,           0.0072202,           0.0041776,           0.0038256,            0.004258,            0.004258,            0.004258
                  89,            0.015022,           0.0070285,           0.0072059,             0.94539,             0.94647,             0.97955,             0.86029,           0.0072237,           0.0041741,            0.003888,            0.004192,            0.004192,            0.004192
                  90,            0.015046,           0.0069719,           0.0067733,             0.94045,             0.94918,             0.97953,             0.86058,           0.0072309,           0.0041811,           0.0038647,            0.004126,            0.004126,            0.004126
                  91,              0.0149,           0.0069624,           0.0069885,             0.94291,             0.95081,             0.97975,             0.86042,           0.0072243,           0.0041795,           0.0038961,             0.00406,             0.00406,             0.00406
                  92,             0.01504,           0.0070387,           0.0069298,             0.94246,             0.95302,             0.98011,             0.86148,           0.0072192,            0.004174,           0.0038764,            0.003994,            0.003994,            0.003994
                  93,            0.014962,           0.0070392,           0.0067251,             0.94345,             0.95356,             0.98003,             0.86249,           0.0072072,           0.0041753,           0.0038644,            0.003928,            0.003928,            0.003928
                  94,            0.014882,           0.0069863,           0.0074672,             0.94403,             0.95299,              0.9803,             0.86184,           0.0072041,           0.0041786,           0.0038323,            0.003862,            0.003862,            0.003862
                  95,            0.014925,           0.0069244,           0.0076748,             0.94711,             0.95161,             0.98025,             0.86253,            0.007198,           0.0041892,           0.0038468,            0.003796,            0.003796,            0.003796
                  96,            0.014926,           0.0069761,             0.00704,             0.95971,             0.93929,             0.98017,             0.86262,           0.0071845,           0.0041846,           0.0038456,             0.00373,             0.00373,             0.00373
                  97,            0.014625,           0.0069743,           0.0069878,             0.95824,             0.93751,             0.97998,             0.86301,            0.007182,           0.0041788,           0.0038589,            0.003664,            0.003664,            0.003664
                  98,            0.014498,           0.0068434,           0.0070445,             0.95976,             0.93904,             0.97992,             0.86194,           0.0071921,           0.0041721,           0.0038365,            0.003598,            0.003598,            0.003598
                  99,            0.014674,           0.0069245,           0.0065988,             0.96106,             0.93935,                0.98,              0.8616,           0.0071805,           0.0041652,           0.0038274,            0.003532,            0.003532,            0.003532
                 100,            0.014469,           0.0067785,           0.0071884,             0.95733,             0.94476,             0.97981,             0.86365,            0.007158,           0.0041597,           0.0038164,            0.003466,            0.003466,            0.003466
                 101,            0.014608,           0.0068066,           0.0067008,             0.95762,             0.94121,             0.97993,             0.86407,           0.0071429,           0.0041538,           0.0038186,              0.0034,              0.0034,              0.0034
                 102,            0.014214,           0.0068615,           0.0069899,             0.95727,             0.94401,             0.97989,             0.86405,           0.0071382,           0.0041502,           0.0038088,            0.003334,            0.003334,            0.003334
                 103,              0.0146,           0.0068186,           0.0071329,             0.95667,             0.94767,              0.9799,             0.86372,           0.0071299,           0.0041429,           0.0037706,            0.003268,            0.003268,            0.003268
                 104,            0.014333,           0.0067233,           0.0062951,              0.9497,             0.95305,             0.98014,             0.86336,           0.0071206,           0.0041412,           0.0037494,            0.003202,            0.003202,            0.003202
                 105,            0.014169,           0.0068797,           0.0072044,              0.9499,             0.95308,              0.9802,             0.86404,           0.0071197,           0.0041409,           0.0037257,            0.003136,            0.003136,            0.003136
                 106,            0.014296,           0.0067748,           0.0064721,              0.9542,             0.95172,             0.98015,             0.86414,           0.0071188,           0.0041414,           0.0037254,             0.00307,             0.00307,             0.00307
                 107,            0.013976,            0.006819,           0.0064542,             0.95672,             0.95342,             0.98012,             0.86367,           0.0071218,             0.00414,           0.0037341,            0.003004,            0.003004,            0.003004
                 108,            0.013999,           0.0067413,           0.0064902,              0.9511,             0.95595,             0.98015,             0.86345,           0.0071127,           0.0041404,           0.0037485,            0.002938,            0.002938,            0.002938
                 109,            0.014098,           0.0067195,           0.0063752,             0.95523,             0.95575,             0.98018,             0.86326,           0.0071087,           0.0041395,           0.0037281,            0.002872,            0.002872,            0.002872
                 110,            0.014185,           0.0067138,           0.0065356,             0.95902,             0.95162,             0.98011,             0.86418,            0.007104,           0.0041354,           0.0037286,            0.002806,            0.002806,            0.002806
                 111,            0.013887,           0.0066438,           0.0065391,             0.95938,             0.95014,             0.97993,             0.86409,           0.0071026,            0.004135,            0.003741,             0.00274,             0.00274,             0.00274
                 112,            0.013927,           0.0066714,           0.0066573,             0.95972,             0.95238,             0.97982,             0.86392,           0.0070957,           0.0041316,           0.0037637,            0.002674,            0.002674,            0.002674
                 113,            0.013586,           0.0066462,             0.00656,              0.9612,             0.95238,             0.97968,             0.86405,            0.007091,           0.0041312,           0.0037664,            0.002608,            0.002608,            0.002608
                 114,            0.013693,           0.0065843,           0.0061888,             0.96137,             0.95261,             0.97949,             0.86412,           0.0070861,           0.0041282,           0.0037721,            0.002542,            0.002542,            0.002542
                 115,            0.013317,           0.0065809,           0.0064039,             0.96132,             0.95259,              0.9794,              0.8642,           0.0070847,           0.0041241,           0.0037788,            0.002476,            0.002476,            0.002476
                 116,            0.013673,           0.0066625,           0.0060574,             0.96035,             0.95261,             0.97931,             0.86346,           0.0070804,           0.0041232,           0.0037764,             0.00241,             0.00241,             0.00241
                 117,            0.013553,           0.0065755,            0.006473,             0.96003,             0.95312,             0.97933,             0.86371,           0.0070746,           0.0041255,           0.0037663,            0.002344,            0.002344,            0.002344
                 118,            0.013466,           0.0065564,           0.0066728,             0.95625,             0.95671,             0.97941,              0.8642,           0.0070726,           0.0041247,           0.0037537,            0.002278,            0.002278,            0.002278
                 119,            0.013351,           0.0065629,           0.0059958,             0.95424,             0.95876,             0.97945,              0.8635,           0.0070707,           0.0041226,           0.0037514,            0.002212,            0.002212,            0.002212
                 120,            0.013449,           0.0065147,            0.005691,              0.9603,             0.95407,             0.97937,             0.86413,           0.0070668,            0.004121,           0.0037533,            0.002146,            0.002146,            0.002146
                 121,            0.013631,           0.0064623,           0.0063593,             0.96001,             0.95402,             0.97935,             0.86454,           0.0070657,           0.0041188,           0.0037513,             0.00208,             0.00208,             0.00208
                 122,            0.013419,           0.0064801,           0.0062126,             0.95925,             0.95406,             0.97943,             0.86528,           0.0070605,           0.0041169,           0.0037496,            0.002014,            0.002014,            0.002014
                 123,            0.013349,           0.0064114,           0.0060291,             0.96039,             0.95401,             0.97937,             0.86581,           0.0070553,           0.0041141,           0.0037461,            0.001948,            0.001948,            0.001948
                 124,            0.013273,            0.006439,           0.0057818,             0.96052,             0.95416,             0.97928,             0.86595,           0.0070528,            0.004111,           0.0037537,            0.001882,            0.001882,            0.001882
                 125,            0.013202,           0.0064989,           0.0060849,             0.95934,             0.95453,             0.97923,             0.86592,           0.0070501,           0.0041092,           0.0037608,            0.001816,            0.001816,            0.001816
                 126,            0.012942,           0.0063496,           0.0059367,             0.96033,             0.95421,             0.97914,             0.86583,           0.0070456,           0.0041066,           0.0037703,             0.00175,             0.00175,             0.00175
                 127,            0.013113,           0.0064275,           0.0057367,             0.95922,             0.95492,             0.97919,              0.8658,           0.0070384,           0.0041048,           0.0037745,            0.001684,            0.001684,            0.001684
                 128,            0.012626,           0.0063861,            0.005865,             0.95921,             0.95507,             0.97916,             0.86684,           0.0070368,           0.0041041,           0.0037716,            0.001618,            0.001618,            0.001618
                 129,            0.012969,           0.0064112,           0.0056377,             0.95922,             0.95511,             0.97918,             0.86825,           0.0070319,           0.0041028,           0.0037743,            0.001552,            0.001552,            0.001552
                 130,             0.01294,           0.0064011,           0.0053552,             0.95924,             0.95503,             0.97911,             0.86836,           0.0070289,           0.0041011,           0.0037774,            0.001486,            0.001486,            0.001486
                 131,            0.012727,           0.0063261,           0.0053447,             0.95912,             0.95513,             0.97914,             0.86803,           0.0070249,           0.0040978,           0.0037741,             0.00142,             0.00142,             0.00142
                 132,            0.012642,           0.0062727,           0.0054675,             0.95915,              0.9551,             0.97908,             0.86793,           0.0070201,           0.0040949,           0.0037753,            0.001354,            0.001354,            0.001354
                 133,              0.0127,            0.006302,           0.0057004,             0.95904,              0.9551,             0.97895,             0.86784,            0.007017,           0.0040935,           0.0037786,            0.001288,            0.001288,            0.001288
                 134,            0.012644,           0.0063157,           0.0057525,             0.95908,              0.9551,             0.97898,               0.868,           0.0070113,           0.0040915,           0.0037819,            0.001222,            0.001222,            0.001222
                 135,            0.012687,           0.0062737,           0.0053302,             0.95901,              0.9551,             0.97889,             0.86822,           0.0070082,           0.0040891,           0.0037837,            0.001156,            0.001156,            0.001156
                 136,            0.012545,           0.0062541,           0.0052606,             0.95983,             0.95623,             0.97892,             0.86846,           0.0070063,            0.004087,           0.0037863,             0.00109,             0.00109,             0.00109
                 137,            0.012401,            0.006173,           0.0051414,             0.95979,             0.95626,             0.97885,             0.86887,           0.0070025,           0.0040849,           0.0037904,            0.001024,            0.001024,            0.001024
                 138,            0.012378,            0.006189,           0.0054398,             0.95979,             0.95626,             0.97883,              0.8691,           0.0069991,           0.0040827,           0.0037975,            0.000958,            0.000958,            0.000958
                 139,            0.012387,           0.0061576,            0.005179,                0.96,             0.95563,             0.97879,             0.86932,           0.0069957,           0.0040826,           0.0038015,            0.000892,            0.000892,            0.000892
                 140,            0.012241,           0.0061667,           0.0047917,             0.95954,             0.95697,             0.97879,             0.86999,           0.0069923,           0.0040818,           0.0038079,            0.000826,            0.000826,            0.000826
                 141,            0.012162,           0.0061528,           0.0051606,             0.95882,             0.95637,             0.97868,             0.87001,           0.0069902,           0.0040802,            0.003813,             0.00076,             0.00076,             0.00076
                 142,             0.01216,           0.0061317,           0.0050369,             0.95944,             0.95706,             0.97866,             0.86994,           0.0069871,           0.0040787,           0.0038157,            0.000694,            0.000694,            0.000694
                 143,            0.012043,           0.0061221,           0.0050185,             0.95944,             0.95695,             0.97858,             0.87004,           0.0069847,           0.0040778,           0.0038213,            0.000628,            0.000628,            0.000628
                 144,            0.011921,           0.0061534,           0.0054656,             0.95942,             0.95711,             0.97858,             0.86993,           0.0069814,           0.0040769,           0.0038295,            0.000562,            0.000562,            0.000562
                 145,            0.011823,           0.0060809,           0.0050082,             0.95883,             0.95726,             0.97853,             0.87012,           0.0069785,           0.0040763,           0.0038358,            0.000496,            0.000496,            0.000496
                 146,            0.011764,           0.0060963,           0.0047502,             0.95877,             0.95718,             0.97839,             0.86998,           0.0069775,           0.0040746,            0.003843,             0.00043,             0.00043,             0.00043
                 147,            0.011844,            0.006009,           0.0052245,             0.95868,             0.95712,             0.97833,             0.86998,           0.0069742,           0.0040742,           0.0038518,            0.000364,            0.000364,            0.000364
                 148,            0.011759,           0.0060521,           0.0048802,             0.95929,             0.95839,             0.97833,             0.86977,           0.0069721,           0.0040739,            0.003861,            0.000298,            0.000298,            0.000298
                 149,            0.011723,           0.0060424,           0.0049526,             0.95924,              0.9585,             0.97825,             0.87009,           0.0069703,           0.0040736,            0.003869,            0.000232,            0.000232,            0.000232
